account,amount
224Pwi2LopKqhsX1jVbys4nFG7wYhLuz7ZzRygh7jXzp4wqf,0.768
262df8VHJgVR2FifBnLBaeZM9NfuDsDk6ySpJNLS6Do63CtD,0.768
23E8faNEZmaMrEMwHf1GXR2cEMTCVKDTcrr5vL8DXp6Ujr48,0.767
239fXQSfyVdCh7fs1wYbWEkmZGyx2Z9x7km22upG9TBtWuxK,0.767
26VfZmTw3D6zLhHujFgq83vA4dCn77tw3RQ3XzWgJCxDR8Xn,0.766
224q9doRuSAdp22KQ8sKrW2vxQdSosK9mKo5zD9bRrmynXfN,0.765
23ztSV1JJEX5XQkXP2bsWfcJJyhoHmKeN79payEo5KU3qo7u,0.765
26XvgfnqtZD3xDwL3qHF4Swcp4uGQdpETw12tipZsT4XyjH1,0.765
23bZ11Q2b1FhSU7xdCVzzutoMJ97QcX5sAjmpVCyoGoWhEj2,0.765
217BMjCi72koPhipAgPXp7sEkc2e2hADwS6awyTQSU2arUKY,0.765
243wtUNVg9PA3Z9eEcNqogGnTMxVfuWztRmdyaAnZJNEAEia,0.764
22ZCmeXecpjatrbqytAwqAdVwRpaSYe9o6ofth7bRYDffjCC,0.764
24jn9HYFtZxp27ymksd9y82xNZnQKmPybTpkjxtsHz5i9Ez5,0.764
22Bt7BvX5LAtQ66eoDNceJYL8yZ8NVEWpTCx2TAyCMNuyK5h,0.764
22ZgxfVCcKXJwPnm3p8wvzJWWtSa7tJfuZSA5GGKajEZHK7c,0.764
226YtP3g26RVcARnXh4qVAzgDVVqrLpPneCjDCk6THm1GxSk,0.764
22v9ragp2U7Xgdx8zFcbc681jSraSLzLn1BFnFWB7s5j47x2,0.763
24E36Nhtx6kz9YLgzjJEdQRcXWd7EpzSjFD64tuTfF6j5q7K,0.762
21ng2Bj9nPgrqTs4erTZiCALfmMK8LSzXZAunnvQR8mdqfoP,0.761
25GJGazXozEwNnbwNizaexmhbbQetjhH768xBTam4Mzogcay,0.759
23k5Xp8kjWMK9XSUrcYNcMWzL2PDPtX1TGWB317du5xKwrF2,0.759
24bpcaviPcyTpukqyocPu3MDh8TZux3HYyESPbDra5JZrKkw,0.759
243Bw4Cq9LUsUBeRj7uy1taFHECtBH5wBXEh7zbc3FypPKH1,0.755
21jZEc2bt2JQ5x3xhQfakubQbkF8To55RntpZo398KzCbFdD,0.755
231MBc2K975fsaSFddFbtN41bo5ueqyN8oYF6MfyUwTnuU2F,0.754
22yGjB4WPSEbYipWrhxzXnwCgfy6X9YN4QJaJXFajVGCQYDV,0.753
216sqFxbi6RaNc6f4kSMqAEfbJrTgrLZGnk4AwfRLmVyNcba,0.753
22vGNXaE45iL6R4dwavjrPNMpj66hJm9r2PP4i86YUfuVkgP,0.753
23uVeYjZYtBUCZWsp96vdjXobB9AfqpmenbMC6jQriqQGgfK,0.752
22NZtRishHKeZM7pYbYHBsTDVHgEMJKePWJAEQ5J98JLKUxc,0.749
23WG1imwcz5XDbMiNNWgPRu8HkCmB8i72ZoUo8yR82vqZAyV,0.749
26KaaTkstTHutqwi5bXdrv4U6B4HbjVZscMnr92BXfhd2xKT,0.749
22455pLoSERwB6gCLznrbH2NMAx3KoLEemNucQKB3dFfvK7Q,0.748
25W1p1wMAJ552ni7A8hihvJ1si6urtNdb1c6KL9mRHuP5LeW,0.748
23RB8nWfQG3Hi98TxXfZHodByqBNiGswteFqLFxk4DmCuPro,0.748
236Eic8yDrfGqhgwKLcQ7fwXEtqu1fYAZWztmFb6fv2fm1C7,0.747
25R8hytXrBEdepfQAA6Hcezda5iH7rExTFyLKpYFFBDf9Fqz,0.746
2153mkGjGVEz9VfuagwdLkKDD2Sott5baUw1QuN21aNhjQbt,0.746
23y6PDoqenrvrvrzVQ79okQtqwfzCromkSiWB1QbX5VvgqNv,0.746
21Ry5mo5hie73iuB3UV3Dz3LBGsihGC3UoshMCTavp2yj21j,0.744
22jivzhwAVV8hXU2veVsDvqGCHhkJq7STNXhNfdBA7zDr46g,0.743
26JduaiRnM558ZEZUngdSui591mRYDXxSsDNQ5JmD37QFQXx,0.743
24KcHht5kVkHQZETMVSwpgxPCLKzddE5NZKRUZzWQwNBnZbY,0.742
26BNJ6mHvgUHWAvvUt4RtqdFcUGfmCihX1W5z51ZwXypBPix,0.742
25oidFaJqHkT4d3eLWdQgg8iVfFeKLFTe64Qhk7hp6chxf1s,0.742
2151f57ThZjA8g8MruZhkbtUwUpeyj9CmwTsE4wGw6bnj12f,0.741
24uSKfRa4PdajHWaWfrpRLG29iDzRBoQ8SPpAisQRfMXwTt5,0.741
22ETGK25U6vAGqgeu7ycVFteTPYELtTv7Rz5MWYa1ahfG9eM,0.741
237MRmUnYGNFeksGSUuPLMWVJrYF3KuWVW3KwF7NqQCTGxKs,0.741
25fbRqXgmwF6WqL8Xk3VD3EiSiQ8wPMCXzxynYD6SZLdwDmv,0.741
26N6bg84ATMyqgy9wkGAq9ZeHwV9VqFpXwNDAR2R63fM2pd5,0.741
21ymPmswHNQCyG6MgoZ74STT6aayp5zhzZJPkLaJTLQCP9uJ,0.741
23k3Y6cmxgVDxPqbnsMuR5BLKBtu9D5uwB7vP3dZWdQFKfvU,0.741
241qDbpDXwEkdC7guswZ7tq1HUkMmDk4q656H27UFonzPS34,0.741
23CESMj1avnrEpQNsYWw1w38JGbQAsfBnTDQr9GD15Xq1zd4,0.741
26FmvG4VD69UN2yfXUhbqANXKsHtMDz39jj4ec5vkrDP4Beb,0.741
24jTMKD28LJmQ55nLfKbTw3PPaXnwyc2TB2nLjqS3JHmj8SS,0.74
25T2W4g2vudYdCikWzzskpe4CHqSCBtPWVmCFbpfLGo7tdGw,0.74
25MJpEq5uoCGBzq7iD4u6j1CDQ9nm5Mb6Rtbe3b7Cm1QTAxD,0.74
23eeaLFFQDMTwFxbba6c9DUBB8BoAAtzBvarANuUWmNezNus,0.74
25MbtNWvowZcFxqWg4Cxw38Smx2A9NKiBHBuD7wZcpD4ouj8,0.739
24GZAABohB82u8RPJun3Sg8EwKP7crNeiCibCWDwcjFbCvng,0.739
22HMdJK4BcFCtmrVL5fidSdYDgvQ3UVDAiHJY3D9ZFYqZwcn,0.737
26aC9eVV5ebfqSqjY9AbyJdJ5rNha4Acd8QxuKTApWkgMNVj,0.737
21eZT3hhSK85G5B3oB9joTe1bSZVVR4a4fhvBo6hsHix82Qg,0.737
23nHir5CFModvm34nndft6iZaJvEwmX7tY7x1mEvYJXnjYP2,0.737
24uvxCahRpxE9EqSrxZfLAYD2miEMEzxaAY7Vc2ixKBitJSE,0.736
22vVXo9LrQ38AaQ6RoRQ5zpTtpmAWreJa8cZHgusVH6cvYmH,0.736
23eSTfBz1464tUk17cMHH5QT2WbGE63MvEXcKNDdMraY7tHZ,0.736
21xjUjN1u5ZjLCApSx6zBx7uFcg7o9goVzUWbRu4on1pVU5p,0.735
25dKCK65hdDd4iyvytrsfzPaDXMookWDWcUhZNmVu2YCUMfm,0.734
226tNNDSytQck8KrqzkBuUBJHbwZRNyb5q2Uzfnb1fhYfigD,0.734
21Wmk5SSXEynvZPCzf9atsKFjErbLuntqRB8keWxCezmoBbr,0.733
25dFKFptXPWRtncHoS1CC7MMCxBbSDRhCak3TQB7rHjSESWa,0.732
25ub77PW35yKD7oQVpS8dtpQYmxhKiXdhLBhK1vNfenEMiuK,0.731
25n447zcJ1xPGQbNZ9c69BdjBDH8RnMagqbSANRfYtfrRHKn,0.731
25zXXEjfdw7HhGtkXcNp6uhZLCcorbHhuyDRCPCRuzUP1jXu,0.73
23nGPdB1tzuiHcCQybyBwtLiQJTZFECeDihJNGViXYDTLUC3,0.729
23NceeuaGTwaT2ALup2VvYKJSbXwDpVXVozAruxRpRSM2WYG,0.729
24zn9fed4t4stLteW1JsZyGRpwbViRf5BECNxGskSBwnaZQS,0.729
24bXiFzLo346SL4oBWdPCCcsfMPhG8Mnd4WCTMCcrKEo1RVE,0.727
2227EWwNRXDyfH6AKMGfSSvNWoa21wJ1TAMBkVPAZDMYV5Tj,0.726
21a9JFahFDTCG9NJ5zqvtcsGhnwYdNZn4Xkv8FbcL62SdkX7,0.726
22U1Bd4Qvop3NhPaJu4kzFVwig86KscVS8YsvLueaPbpiCRd,0.725
22xu9xDmm4D3pBtpwRPcuegqaiW7Md6NTYb459S7eEp4oHrH,0.725
21jcv4U45XANdDr6Dt3MrL28empg6aM9LPNbhGCmS3H22RXH,0.725
226wey2jNoZyA6Qk7z4m57Lo9pdrJkDH9jE2uDt215kEBaN1,0.725
26YPtTJc5mGBWxUDj5FgZswipfHsdLCF15p7rYheDELRjPB8,0.725
263VBNiVjzTDrxqhNrHhzQQMNLQkXikM4uh1pK2pbswW8aeq,0.724
246noaQKgNQLMD7SZ9p6DBvh2QPGio487iaXQDWQg3wtkJnx,0.724
26dZJVCChsfvdrRroLzYZHTCzezztyitHwxcqP782EHd1roR,0.723
zw5hd5U2SzCYTtQ9Ctis9kVGBJbqvHHM9zBz7nZCdxqCs8S,0.723
22jytoPXfAnxnd6CUfaBY5LepLXW6dHBM83GdgTAKnaLLV6D,0.722
25u5D4WQTf9mBQUbRoqhq67AFngn6sQdPrWdpNiTkGwDVNCU,0.722
241N3xmfRx4yx3nuYNbFHFhk7dy8imhP4owej4L9gJ6Swpqj,0.721
25tpLL5bUSqTV2W7kAfpUt4C5HzoBsJhne7RiT97yQLcf3Yi,0.721
26dFaRHUsz5ZgPwSn8LYYL1CfXetwWBQvwphFs3GkNY3CTtX,0.721
22LVXswG6vxTVwPMMQcXmGS7PLDT83qJfiSNheTxMZPeSn1h,0.721
241jpPxY2ACzFGGSSNRPzs7RZ8vC9eP8e8Df4hmZb8Q6EahE,0.72
22vQgYiv6pbmkc3uzdCfdW66oRScygFEwP72WMdKraJS3MdQ,0.719
22RMwvbkn77AP8M1EAeZnbVRCz8LP8yaTN5WrP2mvuMaciKb,0.719
24JzZSFPYu3m7MppBqbEK3xc6MZ2Rnusip3RCkwAF8E6edXM,0.718
215CTKdiMu3RTxMfD8mEDLFcvbBAmWJzjbiDME3yogNKrhWm,0.718
22eA3wmi5yPRTf8RfVL4cT74FzECqE7KdKrRCcoYj5hB1kmJ,0.717
25wck3jPJv9spJQWanwBh9CAtdW7kxEv4NLbLeJzewoBAxX1,0.717
21jZv2xehbZnNnHZsVbJEuX23gjDdnrEX2dopzV1i2qdTE9n,0.717
23gQmYdmZKrGmUygPNs8GdgUGnhaiuuj3SJb4pn6dFstFeqm,0.716
24GVr4EZZuV9gXGwZzpca3hVzTk7LDZS9xnHSkkEw4q2T8vD,0.714
23jduQnosRqzD4RY3s1fmjtr22eMQNU3Z72zWHY3GNRJrJpy,0.714
26Vk2wKrpLNSMNQ7euEty6dNiLhmM6YfM3ZLLq5ib4WXhDTS,0.714
24pXpsePzXHHpdGKx1MrfiFMQgdW9ieV6qyXjB4BRpvXyUFA,0.714
22ZJcR8yc7c2mm6waM4zA7j15HLKeK5tiDQRi3eU5aJT7oKE,0.714
22eTTnxTBH356HENpJG39gtFGTg2mkuhYHYzRBr3WJgGQG5M,0.713
zz2agrHSFKHh1CGVXDxSL1dhQPjcwmBJQerqCiqGp7cmimW,0.711
256Wy3xQMCPJuiWQUFXBbJhsdSujP5f9UbeMNcZNJd1DnzYZ,0.71
23jHNcPcpEbA9oQaDkJ6PBaYVQ6UHTKJCe9PviJ4pmZHebGZ,0.708
25JnGNPG27U1GwBWozkdDXJmiWHb11BHzBnvStJhh7455C3p,0.708
21eGWitAmcuvGTx2sqf4UUs2Py6UTN5BJL1Vqg7xFv3JXD3k,0.708
24n4YJaJm28N2yk1RBPw1jnq7C8jRomQ6rn5cwd5SuYF2sGJ,0.707
22ZKCpiexZTtbcjE8XFwp62e7Rw9ZYV77rDm2yzvgofpQh5u,0.707
23uZgtzFxkGBMXPkbhs68xtU2D1A5qjGhrgJGBU1FsArYVyd,0.707
22y9BXmJLJ9QXx8S8fXW3sujn9rsyBxAdbXePFdSqHfmnAGN,0.707
224utT47uXTFYVccVp4tuR3m2f9ZkixPN7pK7cBvCGyo6DPr,0.707
253v9kYEV5F82bSqXRa9CAvBpau99MQq1SpwB98aS2RXkbmJ,0.706
21R97RUKaGmAB6Fkd8Tmxvfg5RCzmthybk8p9hqzs8QN5EsZ,0.706
22tAg4Gob7uTr7xAvFJwU8utMMEMApjrQyPb996zmC5eNk1E,0.706
21LjBtf8v3AwtzN5BPonRiaK7frk8VtTcGgnoQvzJmqwuhCj,0.706
23k5NLYxqPKAewKkSaJRwS2CvTg1P1qsURVWqJ7P5tqii6zd,0.706
265WRXCvPAEJwEvgAKu8Qx5SUTnWiAJeYLHbkR7a2NrijEBP,0.705
23soe1zAkHgHrokRZVrBrskPb8HaTyr7xQhkTh6xmdCtsVrj,0.705
2662LyMXf7rRGNDZJJ2f5K9LZU7PdP4YyxJSEgcpytj4RxUt,0.705
26QNQgcpD85nMziRC9YpjCN6rtnMh4eTv5sQLzwNKsZKyteC,0.705
26De222XVTp5oKk7nZfEb4hdPcd8vcTZC7LvhhcGgU5f5PsH,0.705
21HW9APwwJcQK8fxxrgkcMfTiQDdvatmJoHp3rwT5gr75iTe,0.704
24YZWvD4mWz5a1YseZWbH7vYNDEJ8BLQaB98EF7aGTupYzXn,0.704
26FiLWWwwHdcvJSY5QgKP4u2XGhfsU36QBkeSVZKGEVdFCAu,0.704
243mEpJykBmCxt4eYVwR9BDxUrP7nF91MN3pY3Rd4vmoWf4m,0.704
23F9cLB9m1drCm3Zet6M64zixQjL7sBrHAujmZB1o6EDWyyW,0.703
21LRahCampSrWfe8X41trV6NpAGysJ5Qdp4jonQnT4LuJGXy,0.703
26GbkqV6oHCK2B39w76F2t4Z9DjRLhGvHKHhjZStnFPXZSgm,0.703
26KX6s4thSrffn6UkTkCG3NhTsF5er4h3NfUhdZfcb5tCgRe,0.703
25uXipyHFSTkevG7aDdnByGVVyhrGitekbRmu4ovLwb7oNGy,0.702
251BqkekyCCZwtZoJPDUGT8iHq6ojFtZ4xNLxC1SJKUx868D,0.701
25uMa8JoEgYsgpGTv5oPoCnU5mQvkCN8rZDwV3tbvtKEZ3Kv,0.701
21haEFWCLMKWvwSW3ckfcBz6udB6YjCSZDLZGj4Z5sL5AqxX,0.7
26TLHeL6nwt4meKXRm9cack75CenzQT4YWWN4zKXgGHZYbTv,0.699
25DXRqrrXb6un2m6k2YYhvxscvBbWYKLL6zWVSkN32mFWcKi,0.698
229W2FWwQ8BDVfjvagZJosH2vL2pfhrEqdbDJUfumdZYmQqP,0.698
23pAcWUoJPdXi5FpKwVQzgh8dBjsanh1wgLaGwryqtQdhebX,0.697
25gVMH7Qq6bFt139N9VLZtyv1dbSvioMAhG7qmUGx7gnyZJf,0.697
241E5rGm9qRPESV4s5Yy12CPwMeJGT3prvXnap74cjV5LZP2,0.697
224RFTXJMj2GjXR1SPUPFwGFnv8P4Y8wkH9wsjEpi6YoFoKD,0.697
21ygzMPHDqnBwaTwGkzfzPcVJJFfNVaJEt5akRz8XmdN6eE6,0.697
22kGpnpm6KjQfD7RvPPjjUavqMdSHwPRwKSF28vD7gaA7W8k,0.696
22ptQzr8mkpPqireQUfx2h4s8HK2kjtVM5ufqn681WZ8gWw6,0.696
21boP4rX4BSyXYSt3uM5mYh6GMkNnPYSFWP3WVhREtXLuPRM,0.696
23NXJPbTurFpniTCjeKeycCxwHCL8bJ1HVSCwCyFPW8p7kK1,0.696
22sSJL9nuMvbmametg7y4kKqby8hsherWwbXmqdtoUjYTpVv,0.696
24mfWNmSRKjGbJ73fV5DrP2jfafi6em3X91KN22w7j64YGN4,0.695
21X6wUBVKPHkEBp4NQHHMGLocuqDXfM7j66wBoSnJgGkJEBV,0.694
23sfRw8SrxVw6vCmkHUr4YjEgWBruP6p6b6SDwXDXFL6T911,0.694
24nFBmV7NKNi42YEvfNuiAfZnTmd26XSKtHq1nu6o2ij9YtT,0.693
24pMPFUtujaDTnoxEqfcCwDy4BUUX1miQ2jhRwftJHTTib5Y,0.692
22t73zYgJ92oXdH4eGQqBMLbEpGHfXRBAkmZC8rYtwJ4AjRc,0.692
21xzA3UhZh59hsq6mLye2oz32sJeLAwDtZmjQuibqUTq5Tx3,0.692
24djwvjvvQp3XAug6XJNRXoNnx8cmyYZeLqJ8mJjPAmwh7gh,0.692
25amt5e7mXEJzaM6jBgdcopFdjpoqWeWjaVGpgddUx8VUzMu,0.691
24vEVwctRuX5G6itdGeqRa7Jyi1QW88Ni7MV6YKAfLmqfb5a,0.691
24jbBATbruwBBYta5JfePUJhvbUwavra9371mLZ4o2if2Ev8,0.691
25udqWLkX3GH4iNHzMmyueBCkvXUbe3uqCPjFFbzg4qekf3t,0.691
22vGJz2PFHNQ11vFh2PfvgagDQFuNCunGPx3VkZ8fiyrFLH4,0.69
26M27jC2D3mLfKxkmNZ2oDEf6XV7asqtZmo9qnAjfwyAG3KC,0.69
2684RR9rTmPwud68oGBybgyC1NKgJpC9keoVZB3U8sfmHFW5,0.689
26D52pWKDNRf9k2WNdvaiPi8tDNADpSGgWQkWTaehDiGvy77,0.688
zvfxVKYR1gsh6aG7N3PdcwYgWox7d63mtPEfFhxDpQmA3pD,0.688
253rxDsTK9ub8SWFonLnL3FaXeFCUbphqqrzpFubd7gbiGQY,0.688
22yHSTvVqtJ1FVEG7gAmX3pDmr7NHgXa3yU19ttwFkSNntnY,0.688
22uiTSqMsaqE4uGxUUWbtZYWPEKjTWHxWYjqhSU1JwbY4D9a,0.688
21c69qXr31tGW6ZJac2L2ad8pysdQHtqU8yyz2G8XUbhzVfz,0.687
22sZaF7DYpi3nzxNfcxWhYaZqnXzifRrkHYDMonEc6JHJLMx,0.687
23vVnqtJRkukiDGCoU6u5LewVrXLfhXqxGafC17gtzJDQaAc,0.686
26QZJr3nJptCCgKK3tpPKv9nGT24dUWsQpiSpsg7MCgxCpNd,0.686
22xWPxLw5Ty4hY5YbZZkrmxyoieBpQTGhw9ap48S8RFekprW,0.686
21v3DNoUbLDVi6sPWzTvQwLSpHBkwEpH2Rc6rgEWqApXH6FD,0.685
25WPLC8GXRNTcgHrot4rgqb7aS4qnGe5QjwbVVnT922yT6ZS,0.685
22CS5isMUpynh1EyaWoBRiPLNUBrsv2P988J3ezsMHyEkMjD,0.685
23cEDaEmffVhmZkA9oFbUC9bybhMSomF5ZyPFwgiwpL1Yh58,0.684
26MwHB7uN5shuxVTAdpQkHuJwKF9yNwLkfP23kJGsJpzZAjD,0.684
25geirTySoDZtPzxPxNS4qhuo82VhH2XfiD2wUepcqoJFsYn,0.683
26MFAU6UGSYCvncKnkZU2244wWzvWYPzPTa3UWhGhQfqTd6A,0.683
25z6F3XXCtMUKUbHxxp8K9YVDfdAiA73KsmQG1Px72SkzAzi,0.682
22pNpPPNYhS8aaFcJysWYv4Qr57vLSJVkS3jBaHCNKdy2L3z,0.682
248ZWJP2Mc8xaA2XBng3DstWYeeu35HD7ZdDX8eDYprPkk8S,0.682
21eShq23ruEz4W2Bjmh6qXhroXZTnuk5NnRFzrV8W44S3E49,0.682
26bGDx7rU1Q3eerAau45vAqaHFV1CNEpmmoPqZLYyeeRHpiT,0.681
25dKkZ2JSmeLuVZhLTNkFPo2VNvQBrGqiDCtecHrxSQqBKRF,0.681
25wQ8uC8fEs6W3SGehXtd6JMTEwxqXRxcQwzUY9asE2PunLK,0.68
21sWMjc4sQadg2Aj9kxDi8dar6URFHSbTjGhwzQbfhxze7Ru,0.68
21P4AhHdgirjHXWSYyzFyERJkTP9MAuSaatS1eyVQRLkEcMY,0.679
23uc7YJedzCPoQbSMpF9P2KsDiPdqMT6yHNrPhTJEKYrbXiL,0.679
22nNMXQvziKufcQz98kBinM6K3pguXGNtt843LsvVFGZ5Kp6,0.679
22YfN1FPvWDxZXqrCWxx8w1xFtnXAxtPxSjLt6Qjr2Z9kgHK,0.679
25KQ74MiJYB1tKh2ScU7tDpEYTtryFQkKUCe7fSwGgwgiRA9,0.678
25SoFseRkLaVmFyVW3q2y3t74nbL1Ku9pEjzKfovAWtymr8Z,0.678
255rUzJHttT5BnHbimTRL4ydXRJ6wDCJ9p6Bu4fA1gPJQudX,0.678
26T3Kp3V42iHG7nVuU2Mj3LWPBLxHYQYnrZdUUNoPgyBrcbq,0.677
22c5mdySVqqJK3ShvTivFFn9aRvHZZwwyRfW21dQdZQMnd1r,0.677
2343VJYTkop2Ma43Vsa24ixeGmheiCR8PSaijuQkHzvR4SVU,0.676
25axJDfUH6ULQpbiTFSjQEpzPfts99Y5dhnyeN4aQUUZGVPw,0.675
24EX9fPbopvgap7jQENatQkLeUpJD2PQWNwtGMwYLLa5pfpj,0.675
24eZA9mqXUEMhyFWnaQ7ryQaGnQsB3dDdBot7hwXDa1fSULd,0.674
26VsuLog2bVmfg4N52XgGi2hLrYVFdojng5krWHf3fXMoXxW,0.674
23YQi2rJ7oGvkpgauDx9tu9s3tVdKXXUERXXSkeAtY8vN9kR,0.674
25xR1fS3anFk75tCyLfW7DML8oJFQ5ashCQqypRneunYrJ5n,0.674
23W55W3cgfwMFydtMsvQZoP1FcZHDEs459hQLbv7nFsUc1Gj,0.673
252xTK2PF89Z1U2QXYmp1fni8ZSLRDtAxFe1JoEYcfPHWpau,0.672
214ChqcZz3FHjzDMV77P4DirLvq1MFqUin2XMXfxfkdq9yfv,0.672
22F5m1hUnEwLj8BjR7N7FjZmBk7zaKJkEBANbFZDxvvnkdHX,0.672
267tABG9ZhKkLbP4Svykd6vnMDWT395aqd9GtXkBUdismTBj,0.671
23Gz6FxVbiJMYGwCSRtCUWPuts911dFhZm37PUJxZtYVXbLS,0.671
21oEjFRb6YXn5xWdbqD63TzoZPm1ry5UfcR9DmH7sUhETZjJ,0.671
24DrMcEH3VuuzuStYRpBhGdAMSofGD62pFsDyU5XueYtgS1L,0.671
24m9y3zPWqHW9CnrEinFLTbT4tuJNvufFbTdRgr88v6r7Xb8,0.669
229W8HEqvi4sEzqRS6fVwLSsAaKohh2NS4nFdiLmv7AKVwYC,0.669
24fviwzSqAvaf4PtbJkXeVAPtfTXvHDYNLzRLPsvYGFCM1G7,0.668
26DV6GSNiqNNAyx1U4MJyGmUjPdwkL5QaqEcQx6CVdqghUFW,0.668
26FvFWV42JUinh63uWxpLDHQCKKLdXXyPC6RMYmQx48s1X3T,0.668
23sEX6Ay2y3C9xbifBQ5bjCpbpUD6v4R3q7Hw5yR6KPKFHmm,0.668
23P5jiyvewmYHAPegx1qsCEF5KS2GoPexmkjvYbFu8v4MUDX,0.667
26DUmyZSY7YCqpr4zQ9zhuKFbR8ASggqcY36TmhZbhgSxxcW,0.666
231fkpNNvJEUr6Za8viaAZBwU1YvpYk5XeCF9TQhn5wWsN3G,0.665
25Ye6EVXda51ZAktd3oE4SPHCisCAaDBWiu5w71R7ppd3EPr,0.665
23gNLZwqnQSiARSrnJx7x6GbrGU4YWsF4D69JqvqfFj7dgev,0.664
26djF1ctgYjhDv9TK5wapYJJh3ts8ufsu1WMMeLWx52ysnh4,0.663
25dxVmT1ZoDxByNeV3iCaGdZE1AKT2TfAxNHW8SkrjYj5euN,0.662
21URrDBSs2F33bTyuugkCwVjWw5m39Tkg4ASxcSeFGp1BmW1,0.662
26JpkXuVvFv99PXa91sWFJBuQgWcDo16bPYiR7ndBpZDuCaC,0.661
22c4qo8FFaqHR8utPdXWDhrUMWuPaC3bp2bRie6aCmJ1m6g3,0.659
22H8nF1YKfNzBeQZgMcWPZupUHNdYt7Et3xuUGsExMJqZDNc,0.659
24KyEmA5PrUxQsBWsSRaw9Dfctyo7Un1DeXKgkFd7uAL4VNW,0.658
24B4f8z3pTobd6nbasaDbaMi55dCPHS5abJQeJVLHSdEseWB,0.658
22FHQUR8rgpsrpa6cKEMnsLGHmqa7wzkvxbCrqWxEk7kbxFS,0.658
211wm5XWr4K3UeiExrS7Z7mwA64TiVscF5j1QxrgG8HKPKzW,0.657
26YaSBLPsKP6KNHVjJnxt3d1U8eVbS5XJrriuzdAKV6CLam3,0.657
247NMVUyLZ1sRwGHUyBg11Sp13cj1niQCQwKvLUyjnXzJ5CS,0.656
22etThN3RvP7Z6SSxcYuA1bExrfeqVhTWSMmwzk2fpVFh851,0.655
26XXjobiEioMpqK2pXhxR5UJpXSBC5Scs1uEP72rdLdKENki,0.655
21eHvT9GPrdWwSXR5j7r2LUyRkhqEraAXoqAssT4V65DgYrw,0.655
zsuPWh1WbeuNZK4m1JGBvEsJvhZr5Z7SFbg85N7sCNc17j6,0.654
22noz7ta1sBc2ibw2Tp8hoGhD2jRaxNymDWZpUJsRVyJ8cgb,0.654
25xXFzAqPmzpLmNhFBkGwzqngZ4q7PbEoTiWACDVNyLSP6Qg,0.654
258ctjoFQFfY6JzmbTyXLaTRqvFbxb7YK1iFAxXnLy5xXvYY,0.653
25AvqPqyv84xb21BdV7Rgc9Fpqsyb5wKLkKeRLc1v7JHmmPy,0.652
249VjLNjMqFGuDHZyVZHQ2JWe2ytxG7xGzBp6BbcxPRrvbCC,0.651
22hQGzGGo5jV49SX59mMm5ijgKijNyb3QdNENAc2ohVaw3c7,0.65
23niEMeQgBzytrRuvqUQqwpcdC1h2J9jnYs6kKNXPZrXr4sU,0.649
21LUx5cWaZQT8QF6568HsvQdxVGvc13y7Ac2e9z1u1j8Augg,0.648
22v2N3pZLzDm3uxdpyTtpFgywGviZLmdbtxYB9vkJpFp1S5q,0.648
211cQkjdTAuTYF84enJKfjUrC5LJupGb7aj61oSytYKkMdsz,0.648
212gwYPUjV1JUAP3Gn865vzMcuDvgXR1oPW3ajGwasDi1Rvq,0.647
25zrW6sUFVWyz4nxjRehFQ6ZJgoyu945wX9WcQKRyy1VobdF,0.647
25Q9eg7jPphKwH8FqkNTruMjxPWRerXaw8f9odekeDJ5T1xa,0.647
22LX1dpUxMbAMiqKn6MizkqkHz5ksihC4f4BYWuL5Ej6L1Mk,0.647
211nU3gXXi3ErDjfCxyJsZUEZcEwbtnZ2iXJmbzMj3K5F4He,0.647
241hWkP8yhF2VcbE6eSuZmy8A48Ztu3fR7NSZbVErLVzD8oA,0.646
zvfd62YxPAXJHhDYCpZDSCNoPXEE1sz6d45Zf3yxNYgN1cs,0.646
26625hEMdnxUFBBsPhuBazrkikKC1DNPr9ZyagBcWmTPPxuV,0.646
248wr8ddTjbxz2H8n8EqA913S6DQ8pj6LKZyEYGyi5KrmLw6,0.646
25zjDLqUF1jC1edGm4jcRPY2qLeJ1t5ysA86rEisPCZGC3FZ,0.645
23xX55y4eY2ghLK8rVrme3cMuLdNM4Pfa1Bj1vAt8Uao1yti,0.645
231ZV3c1QM8pAahR21dZMauygbuJrCB6ugX3NPx9mQtkY3wc,0.644
24rkPwQ1uzqvRRdHPMY2jmwJ8iQVcQXog4EiJQMBsrmGHKyh,0.643
21HUxTp7Zp1b8vxcd6vgm24f41WxuxdS8uLiYbB2EDu1QJ3i,0.643
21ZkgU6wF8shYUtNXkcgy6GF5wEUBY8M2RiZCAVGiX7Fieqv,0.643
25apfXxM2yKiw5YYB9CXoJGWMJjLFrc9LU9eufja7KZw7vSf,0.643
24rvBgFkaeMNzXcCBVnMMjR8PWcssCMwVHqpWyy3PYgg1pQg,0.643
26K3WERFDxM9dguRanZdRXxzsQwHxunm49jRyGwhcF59VE4B,0.643
23VrPfpfaxYtH3Wtu3aGcoWtuMrrKid75tQquSXQ21Nk2u1g,0.642
25T9Rf7hZMHPBuzjUyPG5cAfxGTLtCfLLxvb4Lbi6C9rQf4M,0.642
23NHZnLwb9iYvPbWhrVr7c4ELpGQZJZrfUKquDCf8q2hYCTD,0.641
24iikZNse9febcJJKV1awRrjjztzyJj5srbdVVLRQ2dqDzan,0.64
25TFvZYtR3qXzT4PALYMTUzwUXw9w1DXYARCu5HEA27Jv5zR,0.639
